Date	type	plane	TO	FROM	approaches	Remarks	takeoff	day landings	total	MEL			Night	actual instrument	simulated instrument	Simulator	XC	As CFI	Dual Received	PIC	tt						
02/05/06	C172	N6380K	52F	LOCAL			2	2	0.8										0.8		0.8						
02/13/06	C172	N6380K	52F	LOCAL			1	1	1.6										1.6		1.6						
02/14/06	C172	N6380K	52F	LOCAL			1	1	1.4						0.2				1.4		1.4						
02/16/06	C172	N6380K	52F	LOCAL			1	1	1.3										1.3		1.3						
02/23/06	C172	N6380K	52F	LOCAL			3	3	1.6										1.6		1.6						
03/01/06	C172	N6380K	52F/AFW	52F			6	6	1.4										1.4		1.4						
03/03/06	C172	N6380K	52F/AFW	52F			6	6	1.6										1.6		1.6						
03/08/06	C172	N6380K	52F/AFW	52F			4	4	1.4										1.4		1.4						
03/10/06	C172	N6380K	52F/DTO	52F			4	4	1.9										1.9		1.9						
03/13/06	C172	N6380K	52F/AFW	52F			7	7	1.7						0.2				1.7		1.7						
03/14/06	C172	N6380K	52F/AFW	52F			8	8	1.8										1.8		1.8						
03/31/06	C172	N6380K	52F/AFW	52F			17	17	2.3										2.3		2.3						
04/02/06	C172	N6380K	52F/LUD/AFW	52F			5	5	2.1										2.1		2.1						
04/03/06	C172	N6380K	52F/AFW	52F			3	3	0.6											0.6	0.6						
04/03/06	C172	N6380K	52F/AFW	52F			7	7	2.3										2.3		2.3						
04/08/06	C172	N6380K	52F/0F2	52F			2	2	1.6										1.6		1.6						
04/10/06	C172	N6380K	52F	52F			6	6	1.3										1.1	0.2	1.3						
04/21/06	C172	N6380K	52F	52F			1	1	1.9						0.4				1.9		1.9						
04/23/06	C172	N6380K	52F	52F			2	2	1.9										0.6	1.3	1.9						
04/24/06	C172	N6380K	52F	52F			4	4	0.7											0.7	0.7						
05/01/06	C172	N6380K	52F	52F			4	4	3.3								3.3		3.3		3.3						
05/02/06	C172	N6380K	52F/AFW	52F			6	6	1.1											1.1	1.1						
05/03/06	C172	N6380K	52F/DTO	52F			4	4	1.3						0.5				1.3		1.3						
05/08/06	C172	N6380K	52F/AFW	52F			11	11	1.4											1.4	1.4						
05/15/06	C172	N6380K	52F/AFW	52F			5	5	1.4											1.4	1.4						
05/24/06	C172	N6380K	52F/AFW	52F			8	8	1.3											1.3	1.3						
05/26/06	C172	N6380K	52F/PRX	GVT/52F			3	3	3.5				3.5				3.5		3.5		3.5						
06/02/06	C172	N6380K	52F/SWI	52F			9	9	3.5				2.0		1.4		1.5		3.5		3.5						
06/07/06	C172	N6380K	52F/F35/0F2	52F			3	3	2.3								2.3			2.3	2.3						
06/08/06	C172	N6380K	52F/GLE/PRX	52F			3	3	3.1								3.1			3.1	3.1						
06/14/06	C172	N6380K	52F/AFW	52F			7	7	2.7										2.7		2.7						
06/15/06	C172	N6380K	52F/AFW	52F			6	6	1.4						0.5				1.4		1.4									
06/20/06	C172	N6380K	52F	52F			7	7	1.0											1.0	1.0									
06/22/06	C172	N6380K	52F-61TE	52F			6	6	2.0										2.0		2.0									
06/23/06	C172	N6380K	52F	52F			3	3	1.3											1.3	1.3									
06/26/06	C172	N6380K	52F	52F			1	1	1.0											1.0	1.0									
06/30/06	C172	N6380K	52F	52F			1	1	1.4										1.4		1.4									
07/03/06	C172	N6380K	52F	52F			1	1	0.4											0.4	0.4									
07/07/06	C172	N6380K	52F	F31			1	1	1.0								1.0			1.0	1.0									
07/07/06	C172	N6380K	F31	52F			1	1	1.0								1.0			1.0	1.0									
07/07/06	C152	N25053	52F/AFW	52F			4	4	1.4										0.4	1.0	1.4									
07/08/06	C172	N6380K	52F	52F			1	1	1.1											1.1	1.1									
07/15/06	C172	N6380K	52F	9F0			1	1	1.3								1.3			1.3	1.3									
07/15/06	C172	N6380K	9F0	52F			1	1	1.2								1.2			1.2	1.2									
07/23/06	C152	N25053	52F	T67			1	1	0.9								0.9			0.9	0.9									
07/23/06	C152	N25053	T67	52F			1	1	0.4								0.4			0.4	0.4									
08/17/06	C172	N6380K	52F-4T2	52F			3	3	1.1											1.1	1.1									
08/19/06	C172	N6380K	52F	SLR			1	1	1.2								1.2			1.2	1.2									
08/19/06	C172	N6380K	SLR	52F			1	1	1.1								1.1			1.1	1.1									
09/10/06	C172	N6380K	52F	52F			0	1	0.3											0.3	0.3									
09/15/06	C172	N5915A	52F	52F			2	2	0.4											0.4	0.4									
09/23/06	C172	N212B2	GYI	GKY			0	0	0.8											0.8	0.8									
09/29/06	C172	N5915A	52F	GYI			1	1	1.0								1.0			1.0	1.0									
09/29/06	C172	N5915A	GYI	52F			4	4	1.1								1.1			1.1	1.1									
10/03/06	C172	N5915A	52F/GYI	52F			2	2	1.6								1.6			1.6	1.6									
10/04/06	C172	N5915A	52F	T82			2	2	2.5								2.5			2.5	2.5									
10/05/06	C172	N5915A	T82	T82			1	1	1.2											1.2	1.2									
10/06/06	C172	N5915A	T82	52F			1	1	2.4								2.4			2.4	2.4									
10/07/06	C172	N5915A	52F	PVJ			1	1	1.3								1.3			1.3	1.3									
10/07/06	C172	N5915A	PVJ	52F			1	1	1.3								1.3			1.3	1.3									
10/21/06	C172	N5915A	52F	52F			8	8	1.3											1.3	1.3									
10/21/06	C172	N8209L	52F	T67			3	3	0.8											0.8	0.8									
11/04/06	C172	N141JE	GPM	52F			0	0	0.8											0.8	0.8									
11/04/06	C172	N141JE	52F	LUD			0	0	1.0											1.0	1.0									
11/04/06	C172	N141JE	LUD	SEP			0	0	1.5											1.5	1.5									
11/04/06	C172	N141JE	SEP	GPM			0	0	1.5											1.5	1.5									
11/11/06	C172	N747VH	52F	FWS			3	3	1.0											1.0	1.0									
11/11/06	C172	N747VH	FWS	52F			2	2	1.1											1.1	1.1									
11/16/06	C182	N71355	GPM	GPM			0	0	1.6											1.6	1.6									
11/18/06	C172	N747VH	52F	LFK		Markus Decker safety pilot	1	1	2.1						2.1		2.1			2.1	2.1									
11/18/06	C172	N747VH	LFK	GLS		Markus Decker safety pilot	1	1	1.5						1.5		1.5			1.5	1.5									
11/18/06	C172	N747VH	GLS	LBX		Markus Decker safety pilot	1	1	0.5						0.5		0.5			0.5	0.5									
11/18/06	C172	N747VH	LBX	11R		Markus Decker safety pilot	1	1	0.9						0.9		0.9			0.9	0.9									
11/18/06	C172	N747VH	11R	CLL		Safety pilot for Markus Decker			0.6				0.6							0.6	0.6									
11/18/06	C172	N747VH	CLL	LHB		Safety pilot for Markus Decker			0.4				0.4							0.4	0.4									
11/18/06	C172	N747VH	LHB	TPL/PWG		Safety pilot for Markus Decker			1.0				1.0							1.0	1.0									
